Location,Date,Time,Traffic_Status
Srikakulam,2025-12-22,20:55,Medium
West Godavari,2025-02-19,04:31,Low
YSR Kadapa,2025-10-12,18:20,Low
West Godavari,2025-06-14,13:11,High
Vizianagaram,2025-01-10,17:23,High
Anantapur,2025-08-01,02:37,Low
Prakasam,2025-10-05,17:58,Medium
Vizianagaram,2025-07-25,05:40,High
Prakasam,2025-10-17,10:25,Low
Vizianagaram,2025-02-04,05:23,Low
Srikakulam,2025-06-14,01:20,High
Guntur,2025-02-13,06:09,Low
Visakhapatnam,2025-05-24,02:26,Medium
YSR Kadapa,2025-10-15,16:15,Medium
Anantapur,2025-10-26,15:02,Low
Guntur,2025-02-01,15:22,Medium
Anantapur,2025-10-16,19:27,High
Anantapur,2025-01-05,14:34,Low
YSR Kadapa,2025-12-26,06:52,Low
YSR Kadapa,2025-11-13,01:16,Low
Vizianagaram,2025-02-25,21:15,Medium
Chittoor,2025-02-21,12:27,Medium
East Godavari,2025-07-13,01:25,Low
Nellore,2025-05-18,06:17,Medium
East Godavari,2025-12-25,06:58,High
Anantapur,2025-02-21,22:08,Low
Prakasam,2025-07-18,18:52,High
Krishna,2025-08-09,23:43,Medium
Nellore,2025-04-24,10:43,Medium
Anantapur,2025-10-02,20:58,High
Srikakulam,2025-09-02,06:04,Low
Chittoor,2025-02-18,19:11,High
West Godavari,2025-10-14,05:12,High
Krishna,2025-03-01,21:37,Low
Vizianagaram,2025-07-13,05:39,High
Vizianagaram,2025-07-21,22:14,High
Vizianagaram,2025-07-28,21:52,High
Srikakulam,2025-04-04,04:43,High
Prakasam,2025-05-15,08:52,Medium
East Godavari,2025-04-12,15:05,High
Krishna,2025-06-05,12:19,High
Chittoor,2025-12-03,15:45,Medium
West Godavari,2025-11-07,01:16,Low
YSR Kadapa,2025-09-03,05:47,High
East Godavari,2025-07-21,06:06,Medium
East Godavari,2025-05-06,20:00,High
Anantapur,2025-02-13,13:15,Medium
Prakasam,2025-03-19,11:34,High
Guntur,2025-05-24,10:27,Medium
Anantapur,2025-10-15,03:06,Low
Kurnool,2025-12-11,04:51,High
Krishna,2025-02-07,13:41,Low
Prakasam,2025-07-04,15:47,Medium
Krishna,2025-12-14,03:15,Low
Chittoor,2025-11-01,23:20,Low
Visakhapatnam,2025-03-12,23:43,Low
Nellore,2025-04-24,06:55,Medium
Kurnool,2025-05-03,07:16,High
Nellore,2025-09-02,04:50,Low
West Godavari,2025-01-23,23:05,High
Visakhapatnam,2025-09-14,14:50,Low
East Godavari,2025-07-10,19:27,Low
Chittoor,2025-07-26,17:00,Medium
Vizianagaram,2025-06-17,14:46,Medium
Visakhapatnam,2025-04-04,00:00,Low
Krishna,2025-08-17,08:23,Medium
YSR Kadapa,2025-02-08,23:48,Medium
Srikakulam,2025-06-25,23:50,Medium
Anantapur,2025-05-03,17:50,High
Kurnool,2025-11-04,06:54,Low
Guntur,2025-06-20,02:11,Medium
West Godavari,2025-12-25,00:01,High
Anantapur,2025-01-13,18:46,Low
East Godavari,2025-03-20,10:11,Low
YSR Kadapa,2025-08-26,02:00,Low
Visakhapatnam,2025-07-15,05:52,Low
Guntur,2025-11-09,03:08,Medium
West Godavari,2025-12-21,18:13,High
Kurnool,2025-12-21,18:58,High
Krishna,2025-02-19,07:47,Medium
Guntur,2025-01-26,17:01,High
Guntur,2025-02-18,02:21,Low
Srikakulam,2025-01-17,13:49,High
Krishna,2025-10-16,02:51,Low
West Godavari,2025-05-24,05:44,High
Vizianagaram,2025-09-25,22:51,Medium
Kurnool,2025-01-02,06:03,Medium
East Godavari,2025-01-23,02:35,Medium
Guntur,2025-10-14,00:54,High
Chittoor,2025-06-18,20:49,Low
Chittoor,2025-12-16,07:58,High
Vizianagaram,2025-04-16,05:12,Medium
Nellore,2025-07-09,18:16,Low
Anantapur,2025-12-07,04:18,Low
Krishna,2025-05-21,23:39,High
Srikakulam,2025-06-08,16:16,Medium
Vizianagaram,2025-12-22,09:52,High
Srikakulam,2025-06-06,18:33,Low
Nellore,2025-06-22,16:40,High
Kurnool,2025-01-12,07:59,High
Chittoor,2025-05-20,17:36,Low
YSR Kadapa,2025-02-11,19:20,High
Prakasam,2025-03-01,11:13,High
Krishna,2025-04-21,11:21,Low
YSR Kadapa,2025-10-25,14:55,Medium
Guntur,2025-08-24,13:39,Low
Nellore,2025-03-17,13:21,Medium
YSR Kadapa,2025-10-08,00:15,High
Guntur,2025-06-04,12:42,Low
Krishna,2025-11-02,16:26,Medium
Prakasam,2025-01-23,09:09,Medium
Krishna,2025-11-11,09:04,Low
Prakasam,2025-01-24,11:03,Low
Visakhapatnam,2025-08-01,17:59,Medium
Krishna,2025-05-01,06:54,Low
Nellore,2025-10-20,00:11,Low
Chittoor,2025-02-21,04:46,High
Guntur,2025-04-26,01:48,High
Guntur,2025-08-05,20:46,Low
YSR Kadapa,2025-03-23,00:09,High
Krishna,2025-02-06,12:52,High
Krishna,2025-09-04,20:16,High
Chittoor,2025-12-13,18:14,High
Anantapur,2025-08-28,16:55,High
YSR Kadapa,2025-09-28,04:06,Low
Vizianagaram,2025-05-21,22:35,Low
Kurnool,2025-10-09,17:20,High
Vizianagaram,2025-06-08,04:35,Medium
West Godavari,2025-09-20,05:32,High
East Godavari,2025-02-26,18:29,Medium
West Godavari,2025-11-04,22:56,Medium
Visakhapatnam,2025-11-15,05:49,High
Kurnool,2025-11-03,22:11,Medium
Guntur,2025-01-24,00:09,High
Guntur,2025-01-27,18:35,High
YSR Kadapa,2025-04-02,11:10,Low
Guntur,2025-07-03,03:26,Medium
Prakasam,2025-01-04,16:09,High
West Godavari,2025-01-27,11:58,Low
East Godavari,2025-10-08,11:09,Low
East Godavari,2025-07-07,13:39,Low
Chittoor,2025-01-17,14:42,Medium
Chittoor,2025-08-01,10:34,Low
Vizianagaram,2025-10-20,01:19,High
Krishna,2025-08-11,23:15,Low
Anantapur,2025-11-14,14:18,High
Anantapur,2025-11-19,04:49,High
Prakasam,2025-12-15,12:56,Low
Anantapur,2025-05-28,23:57,Medium
Chittoor,2025-02-18,06:01,Low
Chittoor,2025-11-08,08:27,Medium
Srikakulam,2025-09-28,21:36,Medium
YSR Kadapa,2025-02-18,15:48,High
Anantapur,2025-08-25,01:19,Medium
Chittoor,2025-05-03,08:19,Medium
Srikakulam,2025-03-15,11:59,High
Prakasam,2025-10-17,22:04,Medium
Vizianagaram,2025-10-18,12:29,High
West Godavari,2025-08-13,05:59,Medium
Prakasam,2025-01-02,04:55,Medium
Srikakulam,2025-07-22,17:41,Low
Kurnool,2025-05-18,18:48,High
East Godavari,2025-11-27,11:27,High
Vizianagaram,2025-07-05,09:11,Medium
Vizianagaram,2025-08-28,08:13,High
Krishna,2025-12-21,20:27,Low
Kurnool,2025-09-06,03:07,Medium
East Godavari,2025-10-26,15:33,Low
YSR Kadapa,2025-02-22,07:41,Medium
Chittoor,2025-02-15,22:01,High
Kurnool,2025-03-18,08:37,Medium
West Godavari,2025-10-03,02:00,Low
YSR Kadapa,2025-04-11,01:25,Low
East Godavari,2025-07-22,13:25,High
YSR Kadapa,2025-02-26,06:48,Medium
Prakasam,2025-02-17,11:53,Low
Kurnool,2025-06-21,23:24,Low
Krishna,2025-05-13,11:52,Low
Visakhapatnam,2025-03-22,00:42,Low
Guntur,2025-06-25,11:14,High
Krishna,2025-10-14,01:28,Low
Vizianagaram,2025-05-23,00:06,Low
Prakasam,2025-11-26,21:15,High
East Godavari,2025-05-27,22:28,Low
Nellore,2025-10-12,21:33,High
Kurnool,2025-04-14,06:37,High
East Godavari,2025-03-19,04:59,Low
Nellore,2025-07-15,03:52,Medium
Srikakulam,2025-10-18,23:52,High
Nellore,2025-03-21,14:14,High
Visakhapatnam,2025-07-21,21:21,Medium
East Godavari,2025-06-26,17:14,Medium
Guntur,2025-07-13,06:47,Medium
Guntur,2025-08-21,12:23,High
Kurnool,2025-10-04,01:18,Low
Chittoor,2025-01-20,23:26,High
Visakhapatnam,2025-05-21,16:56,High
Prakasam,2025-11-09,12:08,Medium
Kurnool,2025-07-20,09:17,High
YSR Kadapa,2025-09-15,10:10,Low
West Godavari,2025-07-09,06:14,High
Anantapur,2025-03-16,10:27,Low
YSR Kadapa,2025-06-16,04:11,Low
YSR Kadapa,2025-01-27,22:08,Low
YSR Kadapa,2025-12-04,08:12,Low
Nellore,2025-06-03,10:25,Medium
Prakasam,2025-11-20,03:39,High
YSR Kadapa,2025-12-26,18:30,High
YSR Kadapa,2025-09-14,20:58,Medium
East Godavari,2025-06-10,11:44,Medium
YSR Kadapa,2025-11-05,11:17,High
Prakasam,2025-02-02,16:46,Medium
Nellore,2025-10-02,09:46,Low
Nellore,2025-02-03,03:05,Medium
Srikakulam,2025-02-28,15:36,Medium
Srikakulam,2025-11-27,09:16,Medium
Anantapur,2025-07-17,23:41,High
Chittoor,2025-09-07,09:58,High
Guntur,2025-03-22,06:16,Medium
Anantapur,2025-07-20,21:23,Medium
East Godavari,2025-06-07,19:22,Low
Srikakulam,2025-06-02,21:48,High
YSR Kadapa,2025-02-07,22:09,Low
Nellore,2025-12-19,16:35,Medium
Prakasam,2025-07-22,13:23,High
West Godavari,2025-07-18,12:15,High
Srikakulam,2025-12-16,20:45,High
East Godavari,2025-04-18,04:32,Low
Kurnool,2025-04-24,06:16,High
Prakasam,2025-10-19,17:04,High
East Godavari,2025-09-20,14:46,Low
Krishna,2025-03-13,01:28,Medium
West Godavari,2025-02-20,07:51,Medium
Krishna,2025-08-27,08:39,Medium
Nellore,2025-07-23,00:31,High
Prakasam,2025-08-17,16:02,Low
Krishna,2025-02-09,02:59,Medium
Guntur,2025-02-07,08:07,High
Prakasam,2025-01-06,03:53,Medium
East Godavari,2025-08-09,02:15,High
Chittoor,2025-05-21,04:02,Low
Visakhapatnam,2025-01-16,20:39,Medium
Srikakulam,2025-04-20,07:54,High
Guntur,2025-04-28,06:04,Low
Srikakulam,2025-08-03,16:11,Medium
Vizianagaram,2025-06-19,20:01,Low
Visakhapatnam,2025-12-01,20:53,Low
Guntur,2025-09-05,15:41,High
Chittoor,2025-06-15,01:46,Medium
Anantapur,2025-03-01,14:53,Low
Chittoor,2025-08-09,12:06,High
Prakasam,2025-12-06,16:39,Low
East Godavari,2025-01-22,13:25,Medium
Chittoor,2025-01-14,19:53,Low
Guntur,2025-05-15,20:22,Low
Guntur,2025-01-14,00:36,Medium
Krishna,2025-05-18,14:09,High
Prakasam,2025-02-21,10:15,Low
Vizianagaram,2025-02-01,12:29,Low
Vizianagaram,2025-01-24,04:04,Medium
Nellore,2025-02-07,12:01,High
West Godavari,2025-01-22,17:04,High
Anantapur,2025-03-13,12:33,Medium
Kurnool,2025-02-03,07:22,Low
Kurnool,2025-11-12,20:51,Low
YSR Kadapa,2025-10-17,04:34,Low
Prakasam,2025-12-16,02:39,High
Chittoor,2025-03-07,02:34,Low
Vizianagaram,2025-05-27,05:22,Medium
Srikakulam,2025-11-02,01:42,High
Visakhapatnam,2025-05-23,01:01,Medium
West Godavari,2025-06-12,01:30,Low
West Godavari,2025-01-23,01:55,Low
Nellore,2025-01-15,22:31,Low
Visakhapatnam,2025-02-09,00:16,Low
Kurnool,2025-11-27,01:07,High
East Godavari,2025-06-11,16:36,High
Vizianagaram,2025-01-28,05:30,Medium
Visakhapatnam,2025-12-13,07:04,Medium
Kurnool,2025-10-18,04:58,Low
Anantapur,2025-02-26,18:14,Medium
Chittoor,2025-01-15,11:28,High
YSR Kadapa,2025-02-04,23:29,High
Prakasam,2025-06-14,08:12,Medium
Visakhapatnam,2025-02-27,22:47,Low
Prakasam,2025-05-16,13:24,Low
Kurnool,2025-12-05,23:05,High
West Godavari,2025-04-01,12:30,High
Krishna,2025-08-05,21:53,Low
West Godavari,2025-09-24,13:31,High
Krishna,2025-07-04,19:47,Low
YSR Kadapa,2025-04-14,09:58,High
Kurnool,2025-08-20,05:08,Medium
Guntur,2025-12-27,17:11,High
Kurnool,2025-04-25,01:58,Medium
Krishna,2025-04-20,20:00,High
Prakasam,2025-09-18,22:51,Medium
Prakasam,2025-11-17,10:04,High
Guntur,2025-05-05,00:02,High
Guntur,2025-05-05,08:52,Low
Chittoor,2025-01-28,02:34,Low
YSR Kadapa,2025-11-15,09:25,Low
Kurnool,2025-11-14,17:50,High
Prakasam,2025-10-26,01:42,Medium
Kurnool,2025-05-20,17:55,Medium
Srikakulam,2025-07-13,06:01,Low
East Godavari,2025-04-12,02:39,High
Kurnool,2025-06-05,01:56,Low
Visakhapatnam,2025-12-07,13:28,High
Prakasam,2025-06-26,01:15,High
Srikakulam,2025-07-03,03:40,High
Prakasam,2025-09-27,18:13,Medium
Guntur,2025-04-26,19:11,Medium
Nellore,2025-07-25,06:55,Medium
Anantapur,2025-11-14,11:21,Low
East Godavari,2025-02-10,15:07,Medium
Prakasam,2025-08-06,07:03,Medium
Krishna,2025-10-17,08:29,Medium
Chittoor,2025-08-12,18:39,Low
Srikakulam,2025-09-16,09:41,High
East Godavari,2025-06-26,03:50,High
Kurnool,2025-12-06,01:07,Medium
Guntur,2025-03-03,02:45,Low
East Godavari,2025-01-07,13:12,High
YSR Kadapa,2025-10-26,22:00,Medium
Visakhapatnam,2025-03-28,23:49,High
Srikakulam,2025-07-09,05:05,High
Chittoor,2025-10-07,09:50,Medium
Anantapur,2025-06-09,18:58,High
Visakhapatnam,2025-02-12,06:40,Low
Krishna,2025-09-21,05:53,Low
Visakhapatnam,2025-08-12,20:43,Low
Krishna,2025-07-01,02:37,Medium
Vizianagaram,2025-01-13,21:42,Low
East Godavari,2025-09-01,19:26,High
Guntur,2025-06-24,12:05,Medium
Anantapur,2025-03-23,16:41,Low
YSR Kadapa,2025-02-09,09:05,High
Vizianagaram,2025-08-05,04:30,High
YSR Kadapa,2025-03-14,16:53,High
YSR Kadapa,2025-08-08,09:09,Medium
Prakasam,2025-08-27,12:08,Medium
West Godavari,2025-07-28,20:12,High
Chittoor,2025-09-21,13:11,High
Visakhapatnam,2025-11-19,14:28,Medium
YSR Kadapa,2025-03-10,12:27,Low
Prakasam,2025-08-02,00:38,High
West Godavari,2025-11-27,21:30,Low
Vizianagaram,2025-06-12,10:31,High
East Godavari,2025-06-04,18:58,Medium
Kurnool,2025-05-12,15:07,High
YSR Kadapa,2025-09-11,16:25,High
Guntur,2025-04-03,07:32,High
Krishna,2025-11-11,22:08,Medium
Srikakulam,2025-03-06,20:53,High
Krishna,2025-03-13,21:33,High
Vizianagaram,2025-07-18,16:17,Medium
West Godavari,2025-09-13,14:04,High
East Godavari,2025-07-07,12:21,Medium
Vizianagaram,2025-11-23,06:32,Medium
Krishna,2025-09-07,09:13,Low
Visakhapatnam,2025-09-04,00:16,Low
Anantapur,2025-01-24,08:57,Low
Krishna,2025-06-28,01:28,Low
Srikakulam,2025-06-19,06:10,Medium
West Godavari,2025-06-09,09:11,Medium
East Godavari,2025-03-01,14:52,Low
Vizianagaram,2025-07-07,04:17,Low
Chittoor,2025-06-28,03:09,Medium
Kurnool,2025-01-02,12:30,Medium
Nellore,2025-01-20,21:16,Medium
Visakhapatnam,2025-12-14,09:43,Medium
Srikakulam,2025-07-11,04:58,Medium
Kurnool,2025-09-19,09:10,High
West Godavari,2025-09-18,20:50,Medium
Visakhapatnam,2025-08-01,22:44,Low
Visakhapatnam,2025-05-21,19:25,Medium
Guntur,2025-12-05,16:44,Medium
Guntur,2025-10-21,21:10,High
Krishna,2025-06-23,20:36,Medium
YSR Kadapa,2025-11-09,13:56,Medium
Krishna,2025-06-07,10:33,Low
Vizianagaram,2025-08-09,04:59,Medium
Guntur,2025-07-02,08:04,High
Anantapur,2025-12-17,00:13,Low
Srikakulam,2025-12-06,20:56,Medium
Guntur,2025-08-16,14:17,Medium
Prakasam,2025-11-22,03:33,Low
Chittoor,2025-09-28,07:38,Medium
East Godavari,2025-10-11,17:37,Low
Visakhapatnam,2025-11-17,20:16,Medium
YSR Kadapa,2025-02-12,01:49,High
West Godavari,2025-07-05,18:16,Medium
Prakasam,2025-06-07,16:42,Medium
Chittoor,2025-12-28,13:35,Low
Srikakulam,2025-07-06,13:59,High
YSR Kadapa,2025-08-20,23:38,Medium
YSR Kadapa,2025-02-24,06:50,Medium
East Godavari,2025-07-21,11:36,Medium
Vizianagaram,2025-12-16,12:46,Medium
Visakhapatnam,2025-11-27,11:43,Medium
Visakhapatnam,2025-08-08,16:07,High
Guntur,2025-09-18,17:31,Medium
Chittoor,2025-09-18,23:57,Medium
Nellore,2025-09-15,11:07,Medium
Krishna,2025-08-05,10:56,High
Anantapur,2025-08-01,19:41,Medium
YSR Kadapa,2025-06-19,13:15,Medium
East Godavari,2025-09-07,00:45,Low
Vizianagaram,2025-05-01,03:46,Low
West Godavari,2025-01-27,20:21,Low
East Godavari,2025-04-06,13:00,High
Anantapur,2025-06-01,03:07,Low
Srikakulam,2025-12-11,19:10,Medium
YSR Kadapa,2025-02-05,07:57,Low
Vizianagaram,2025-03-08,10:31,Low
Guntur,2025-03-17,11:03,Low
Nellore,2025-04-18,16:12,Low
Visakhapatnam,2025-07-08,05:00,Low
Nellore,2025-06-15,06:31,High
YSR Kadapa,2025-06-12,18:02,Low
YSR Kadapa,2025-02-14,22:34,High
Nellore,2025-06-02,21:07,Low
Srikakulam,2025-06-08,19:09,High
Guntur,2025-02-11,11:31,High
Krishna,2025-03-21,01:59,High
East Godavari,2025-10-09,16:17,Medium
West Godavari,2025-02-28,01:17,High
Nellore,2025-11-20,12:40,High
Guntur,2025-02-03,11:23,High
Visakhapatnam,2025-01-20,18:10,Medium
Guntur,2025-12-18,08:21,Low
Guntur,2025-07-06,01:37,Medium
East Godavari,2025-01-28,17:04,Medium
Prakasam,2025-07-18,13:49,Medium
East Godavari,2025-08-01,04:24,High
Srikakulam,2025-12-14,11:05,Medium
Prakasam,2025-07-10,11:38,High
Nellore,2025-09-09,15:42,High
Srikakulam,2025-08-22,05:20,Medium
Vizianagaram,2025-05-13,18:30,Medium
Kurnool,2025-05-10,06:51,High
West Godavari,2025-03-19,23:32,High
East Godavari,2025-01-25,11:59,High
Chittoor,2025-04-10,19:32,High
East Godavari,2025-03-21,14:48,Low
Krishna,2025-05-12,03:40,Medium
Guntur,2025-10-06,18:34,High
YSR Kadapa,2025-07-28,22:38,High
Krishna,2025-06-02,00:52,Low
West Godavari,2025-12-07,05:37,Low
Anantapur,2025-03-17,22:44,High
Krishna,2025-10-09,11:40,High
Krishna,2025-12-01,07:05,Medium
Nellore,2025-07-09,22:36,Medium
Krishna,2025-02-08,12:02,High
Krishna,2025-09-18,20:43,Low
Srikakulam,2025-07-28,12:44,High
Kurnool,2025-06-21,16:25,Medium
Vizianagaram,2025-07-26,14:30,High
East Godavari,2025-10-06,16:58,High
Krishna,2025-04-10,06:24,High
Prakasam,2025-02-26,03:54,Medium
Nellore,2025-12-28,18:02,Medium
Vizianagaram,2025-09-26,04:59,High
Srikakulam,2025-12-20,11:07,Medium
Visakhapatnam,2025-10-26,19:30,Low
Visakhapatnam,2025-09-03,19:09,Low
Vizianagaram,2025-01-19,18:58,Low
Srikakulam,2025-07-12,09:22,Low
Guntur,2025-10-12,11:10,High
East Godavari,2025-04-20,19:13,High
Prakasam,2025-07-11,05:48,Low
Anantapur,2025-04-23,20:35,Medium
Srikakulam,2025-09-16,07:55,High
East Godavari,2025-02-01,03:53,Medium
Guntur,2025-04-28,22:52,Medium
Anantapur,2025-09-24,12:09,High
Chittoor,2025-07-27,18:18,High
Srikakulam,2025-05-21,19:03,High
East Godavari,2025-03-01,18:11,Medium
Guntur,2025-07-26,21:32,High
Chittoor,2025-03-07,10:19,Medium
Krishna,2025-05-24,20:05,Low
Anantapur,2025-06-17,01:59,Low
Visakhapatnam,2025-05-22,20:23,Medium
Guntur,2025-12-14,03:59,Medium
Chittoor,2025-07-12,05:57,High
Vizianagaram,2025-03-28,03:09,Low
Guntur,2025-06-28,13:20,High
West Godavari,2025-11-26,22:53,Low
East Godavari,2025-01-06,18:07,High
Chittoor,2025-06-13,21:37,Medium
East Godavari,2025-03-15,14:27,High
Visakhapatnam,2025-05-08,04:50,Low
Krishna,2025-02-26,13:11,Low
YSR Kadapa,2025-09-10,18:29,Low
Kurnool,2025-03-23,21:13,High
Krishna,2025-06-06,01:51,Medium
Vizianagaram,2025-12-24,18:34,Medium
Guntur,2025-08-01,10:59,Low
Kurnool,2025-02-08,17:51,Low
Krishna,2025-02-07,03:59,High
Krishna,2025-12-14,09:52,Medium
West Godavari,2025-03-17,09:48,High
Kurnool,2025-09-01,21:05,Low
West Godavari,2025-02-22,22:38,Medium
Vizianagaram,2025-08-27,23:11,Medium
Guntur,2025-04-21,03:37,Low
Chittoor,2025-11-02,18:01,High
YSR Kadapa,2025-11-19,00:21,Medium
Krishna,2025-09-27,12:06,High
West Godavari,2025-02-05,00:23,Medium
Krishna,2025-06-06,02:13,High
Anantapur,2025-03-01,09:36,High
Kurnool,2025-05-15,19:36,Low
Vizianagaram,2025-10-22,03:24,High
Prakasam,2025-06-01,02:47,High
Kurnool,2025-01-05,05:20,Medium
Vizianagaram,2025-03-25,10:37,Medium
Vizianagaram,2025-08-07,14:10,Medium
Guntur,2025-04-21,01:00,Medium
Anantapur,2025-03-02,02:04,High
Nellore,2025-09-17,02:06,Medium
Anantapur,2025-10-06,06:31,Medium
Srikakulam,2025-06-03,12:32,Medium
Guntur,2025-09-22,18:10,High
Kurnool,2025-11-25,09:56,High
Srikakulam,2025-01-22,20:47,High
Chittoor,2025-11-27,17:37,High
Vizianagaram,2025-03-10,20:04,Low
Visakhapatnam,2025-08-11,00:04,Medium
Chittoor,2025-11-25,08:56,High
East Godavari,2025-09-02,16:25,Medium
Nellore,2025-07-19,03:05,Low
Chittoor,2025-05-22,05:12,Low
West Godavari,2025-03-08,01:09,Medium
Krishna,2025-03-11,22:34,Medium
Visakhapatnam,2025-01-19,05:00,Low
West Godavari,2025-10-12,13:08,Low
Nellore,2025-06-13,19:04,Medium
Srikakulam,2025-04-28,07:45,Medium
Krishna,2025-05-07,02:06,High
Chittoor,2025-06-16,02:47,Low
Nellore,2025-06-10,09:56,Low
Vizianagaram,2025-11-24,18:42,Low
Prakasam,2025-04-15,02:32,Medium
Visakhapatnam,2025-01-27,01:39,Medium
West Godavari,2025-11-21,16:10,Medium
East Godavari,2025-05-13,09:19,Low
Vizianagaram,2025-05-26,19:53,High
Guntur,2025-05-06,12:50,Medium
YSR Kadapa,2025-11-09,06:06,Low
Prakasam,2025-10-14,08:33,Low
Krishna,2025-02-17,14:59,Medium
Vizianagaram,2025-12-23,06:11,Low
Chittoor,2025-06-12,22:13,Low
Visakhapatnam,2025-01-02,20:29,High
Srikakulam,2025-06-28,16:17,Medium
Guntur,2025-07-25,23:08,High
West Godavari,2025-09-10,08:57,High
Guntur,2025-08-01,22:57,High
Prakasam,2025-02-03,12:58,High
Chittoor,2025-07-19,08:33,Medium
Visakhapatnam,2025-08-08,23:44,Medium
YSR Kadapa,2025-07-04,13:47,High
Prakasam,2025-04-16,13:16,Low
Nellore,2025-05-25,03:48,High
Visakhapatnam,2025-06-15,02:54,Low
YSR Kadapa,2025-01-13,18:27,High
West Godavari,2025-01-09,12:01,High
Kurnool,2025-11-17,11:43,High
Visakhapatnam,2025-05-27,03:08,Low
Chittoor,2025-02-03,05:24,Medium
Prakasam,2025-12-05,07:49,Medium
East Godavari,2025-07-21,00:08,Medium
Visakhapatnam,2025-12-17,20:02,High
Chittoor,2025-02-02,21:13,Low
Anantapur,2025-09-13,21:56,Low
Guntur,2025-05-03,05:56,Medium
Chittoor,2025-02-20,00:05,Medium
East Godavari,2025-06-13,05:17,High
Vizianagaram,2025-09-09,01:26,High
East Godavari,2025-10-20,14:38,Low
YSR Kadapa,2025-05-24,15:18,High
Srikakulam,2025-01-12,06:15,Medium
Prakasam,2025-10-25,00:50,Medium
West Godavari,2025-08-07,12:58,Low
East Godavari,2025-03-05,04:44,Low
Anantapur,2025-02-27,20:55,High
Kurnool,2025-08-11,18:42,High
Anantapur,2025-12-26,10:08,High
Anantapur,2025-08-09,12:24,High
Guntur,2025-05-23,07:32,Low
Guntur,2025-04-23,15:31,Low
Krishna,2025-09-16,08:20,Low
Krishna,2025-07-05,04:13,Medium
Anantapur,2025-04-25,09:43,High
Vizianagaram,2025-09-15,05:10,High
Nellore,2025-05-12,04:43,Low
Krishna,2025-09-28,02:05,Low
Visakhapatnam,2025-06-15,21:06,Medium
Anantapur,2025-06-15,06:57,Low
Guntur,2025-05-27,10:13,Medium
Krishna,2025-12-02,20:16,Low
Nellore,2025-10-12,22:22,High
West Godavari,2025-04-25,20:03,Medium
Anantapur,2025-04-13,12:26,High
Guntur,2025-04-08,04:06,Low
Kurnool,2025-10-24,17:08,High
Visakhapatnam,2025-11-13,17:25,Medium
Krishna,2025-04-04,05:23,Low
West Godavari,2025-09-21,21:52,High
Guntur,2025-07-17,03:21,High
Anantapur,2025-08-13,10:22,Low
YSR Kadapa,2025-11-05,17:50,Low
Guntur,2025-04-23,19:52,Medium
Anantapur,2025-11-11,06:10,High
Anantapur,2025-09-03,07:27,Medium
Srikakulam,2025-06-08,12:52,Medium
Kurnool,2025-01-20,22:46,Low
Chittoor,2025-04-26,14:44,Medium
East Godavari,2025-02-09,02:29,Low
East Godavari,2025-11-22,08:34,Low
Kurnool,2025-03-24,20:05,Medium
Guntur,2025-06-23,17:16,High
East Godavari,2025-03-25,01:48,High
Visakhapatnam,2025-02-09,12:15,High
Chittoor,2025-07-22,05:00,High
Kurnool,2025-05-25,14:34,High
East Godavari,2025-01-22,11:41,Medium
East Godavari,2025-06-22,15:45,High
Chittoor,2025-06-24,05:52,Medium
Visakhapatnam,2025-09-19,10:07,Medium
Vizianagaram,2025-12-13,16:27,Low
Srikakulam,2025-01-03,15:46,Low
Anantapur,2025-04-03,01:19,High
Kurnool,2025-04-16,18:39,High
YSR Kadapa,2025-05-08,12:22,High
Visakhapatnam,2025-12-01,13:03,Low
Chittoor,2025-07-03,09:59,High
Krishna,2025-02-02,23:01,Medium
Prakasam,2025-12-08,07:23,Low
Srikakulam,2025-11-21,23:40,Low
East Godavari,2025-06-19,13:50,High
Vizianagaram,2025-02-10,10:35,High
Visakhapatnam,2025-12-24,19:01,Medium
Vizianagaram,2025-04-16,04:23,Medium
Anantapur,2025-12-13,09:01,Medium
Guntur,2025-04-07,17:44,Low
Kurnool,2025-02-02,22:55,High
Nellore,2025-06-20,19:21,Low
YSR Kadapa,2025-09-07,23:53,High
YSR Kadapa,2025-07-23,01:59,Low
Visakhapatnam,2025-12-03,09:59,High
West Godavari,2025-06-25,03:07,High
Srikakulam,2025-11-03,18:45,High
East Godavari,2025-03-27,02:34,Medium
Kurnool,2025-06-01,02:27,Medium
Nellore,2025-07-17,23:28,Medium
Krishna,2025-09-09,09:39,High
Kurnool,2025-11-28,02:58,Medium
West Godavari,2025-03-12,02:17,Low
Srikakulam,2025-12-04,22:32,Low
YSR Kadapa,2025-08-02,13:17,Low
Chittoor,2025-09-05,19:14,Low
Prakasam,2025-09-01,15:19,High
Srikakulam,2025-05-07,21:47,Medium
Anantapur,2025-05-05,16:00,Low
Nellore,2025-05-11,16:13,High
West Godavari,2025-12-27,09:45,High
Srikakulam,2025-05-03,02:48,Medium
Prakasam,2025-12-13,22:04,Medium
Chittoor,2025-06-10,20:03,Low
Visakhapatnam,2025-08-21,06:52,Medium
Prakasam,2025-10-01,06:49,Low
Anantapur,2025-05-02,07:21,High
Kurnool,2025-02-06,14:42,Medium
Chittoor,2025-10-08,14:19,Low
Guntur,2025-12-08,17:20,Low
Krishna,2025-10-12,05:44,High
Visakhapatnam,2025-07-04,01:24,Medium
Anantapur,2025-01-24,07:11,Medium
Chittoor,2025-08-14,19:26,Medium
